Measurement Date,Daily rainfall (mm),Sunshine duration daily total (hours),Snow depth daily value (cm),Daily mean air pressure (hPa),Daily average temperature (C),Daily mean relative humidity (%),Daily maximum air temperature at 2m height (C),Daily minimum air temperature at 2m height (C)
1950-12-06,3.3,0.6,210.0,695.7,-11.0,68.0,-8.8,-15.0
1950-12-07,4.0,2.4,210.0,695.1,-6.5,95.0,-4.7,-8.8
1950-12-08,0.2,2.5,210.0,696.6,-7.6,88.0,-6.4,-8.2
1950-12-09,3.6,7.6,210.0,703.5,-9.2,89.0,-7.0,-10.0
1950-12-10,0.2,3.7,200.0,702.7,-10.4,96.0,-9.4,-11.0
1950-12-11,14.3,0.1,200.0,693.0,-10.6,77.0,-8.0,-12.0
1950-12-12,1.0,0.8,215.0,689.9,-16.2,100.0,-12.0,-16.8
1950-12-13,0.0,6.1,215.0,690.1,-14.3,77.0,-12.8,-17.0
1950-12-14,0.0,5.3,210.0,690.2,-10.5,79.0,-9.0,-13.8
1950-12-15,7.2,1.8,210.0,689.7,-10.6,81.0,-9.6,-11.0
1950-12-16,12.3,0.0,210.0,686.9,-20.1,100.0,-11.0,-20.6
1950-12-17,1.5,0.0,220.0,690.6,-19.6,84.0,-17.2,-22.0
1950-12-18,0.8,4.6,220.0,693.3,-19.4,90.0,-18.6,-20.8
1950-12-19,0.5,5.0,220.0,693.7,-18.7,86.0,-16.6,-19.8
1950-12-20,7.2,0.0,215.0,692.7,-18.4,84.0,-17.4,-21.0
1950-12-21,0.8,7.4,215.0,691.8,-15.6,71.0,-14.0,-17.4
1950-12-22,0.0,4.9,210.0,689.1,-13.6,69.0,-11.8,-17.0
1950-12-23,0.0,3.3,180.0,691.9,-9.2,79.0,-8.2,-12.8
1950-12-24,1.4,0.0,170.0,694.5,-8.4,92.0,-7.0,-9.6
1950-12-25,0.4,0.5,170.0,693.8,-8.1,93.0,-7.4,-9.1
1950-12-26,0.0,0.0,170.0,694.1,-9.2,83.0,-7.0,-10.0
1950-12-27,0.0,7.3,160.0,695.4,-10.7,58.0,-9.6,-12.2
1950-12-28,0.0,5.3,155.0,693.9,-9.5,63.0,-8.6,-11.4
1950-12-29,0.0,6.8,150.0,692.2,-11.4,65.0,-9.2,-12.4
1950-12-30,0.0,7.8,145.0,691.4,-12.8,62.0,-10.2,-14.3
1950-12-31,0.3,6.2,140.0,690.7,-15.4,76.0,-14.3,-16.2
1951-01-01,0.0,1.9,140.0,690.2,-12.3,66.0,-10.0,-14.9
1951-01-02,1.6,0.5,140.0,685.8,-11.4,72.0,-10.7,-13.6
1951-01-03,13.1,0.0,140.0,692.2,-14.1,93.0,-11.9,-14.8
1951-01-04,6.8,0.0,160.0,703.1,-9.5,79.0,-8.0,-14.8
1951-01-05,0.0,3.4,170.0,707.0,-5.4,63.0,-4.0,-9.8
1951-01-06,0.0,6.2,165.0,707.4,-1.0,35.0,0.2,-4.4
1951-01-07,1.4,1.4,155.0,702.3,-8.4,74.0,0.2,-11.7
1951-01-08,0.0,7.1,155.0,703.3,-7.2,31.0,-5.0,-14.2
1951-01-09,0.2,1.6,150.0,702.7,-10.7,61.0,-5.8,-11.7
1951-01-10,0.0,7.9,140.0,705.4,-7.5,49.0,-6.5,-10.9
1951-01-11,0.0,7.2,130.0,701.0,-5.9,56.0,-4.8,-8.7
1951-01-12,3.2,4.5,130.0,691.7,-9.2,88.0,-5.4,-9.6
1951-01-13,12.3,1.2,130.0,690.6,-13.9,93.0,-9.6,-15.2
1951-01-14,0.0,8.0,150.0,698.6,-13.4,81.0,-12.0,-15.8
1951-01-15,33.0,0.0,150.0,697.3,-10.4,80.0,-6.2,-14.0
1951-01-16,34.7,0.0,180.0,704.3,-16.8,100.0,-14.0,-18.4
1951-01-17,43.7,3.0,240.0,706.6,-9.8,89.0,-5.8,-16.4
1951-01-18,30.0,0.0,280.0,695.5,-10.4,100.0,-7.4,-11.4
1951-01-19,38.1,0.0,310.0,696.5,-15.4,100.0,-11.4,-15.6
1951-01-20,51.3,0.0,370.0,696.1,-9.4,100.0,-8.8,-16.0
1951-01-21,42.8,0.0,450.0,703.0,-10.2,100.0,-9.4,-10.7
1951-01-22,0.0,0.0,490.0,707.4,-6.6,97.0,-6.0,-10.3
1951-01-23,0.0,3.0,470.0,703.0,-8.2,91.0,-6.0,-9.0
1951-01-24,0.0,7.0,450.0,702.3,-8.8,85.0,-7.0,-9.6
1951-01-25,4.9,0.3,440.0,699.5,-7.6,90.0,-7.3,-9.3
1951-01-26,0.0,7.3,430.0,696.6,-10.6,63.0,-7.7,-11.4
1951-01-27,0.0,5.5,430.0,691.1,-10.5,73.0,-9.2,-12.0
1951-01-28,0.0,7.5,420.0,690.6,-10.1,77.0,-9.5,-11.6
1951-01-29,0.3,2.1,410.0,695.5,-10.4,90.0,-9.7,-11.0
1951-01-30,0.0,3.7,410.0,697.3,-9.9,84.0,-8.0,-11.2
1951-01-31,0.7,3.9,410.0,696.9,-8.9,89.0,-6.8,-10.0
1951-02-01,1.2,7.9,400.0,700.7,-11.9,91.0,-10.4,-13.4
1951-02-02,0.4,1.6,400.0,699.7,-12.8,91.0,-11.0,-13.8
1951-02-03,0.2,4.9,400.0,692.7,-12.9,81.0,-12.4,-13.8
1951-02-04,0.0,5.3,400.0,687.5,-10.8,76.0,-9.4,-12.8
1951-02-05,11.4,0.0,380.0,683.5,-9.1,84.0,-7.7,-10.8
1951-02-06,7.5,1.5,395.0,688.2,-9.2,92.0,-7.2,-11.6
1951-02-07,5.0,0.0,410.0,694.6,-12.5,88.0,-7.4,-13.2
1951-02-08,0.0,7.1,418.0,700.1,-6.6,78.0,-5.4,-13.2
1951-02-09,0.0,4.7,415.0,701.5,-4.4,66.0,-3.0,-5.4
1951-02-10,0.0,7.7,410.0,701.4,-6.2,76.0,-4.4,-7.4
1951-02-11,4.9,8.1,410.0,701.5,-6.0,70.0,-4.0,-7.0
1951-02-12,0.0,6.0,410.0,701.1,-7.2,71.0,-6.4,-8.9
1951-02-13,35.4,0.4,410.0,696.1,-9.3,90.0,-6.3,-11.8
1951-02-14,6.4,0.4,460.0,696.3,-12.8,100.0,-12.4,-13.3
1951-02-15,2.5,3.3,470.0,698.7,-11.2,80.0,-10.0,-13.1
1951-02-16,0.2,7.1,470.0,699.8,-12.6,68.0,-9.6,-13.8
1951-02-17,3.3,8.4,470.0,701.0,-8.8,65.0,-7.0,-13.8
1951-02-18,12.1,2.2,460.0,697.8,-12.8,86.0,-7.0,-15.0
1951-02-19,7.2,2.8,470.0,692.3,-12.8,85.0,-10.4,-14.9
1951-02-20,1.1,4.4,475.0,694.7,-11.7,77.0,-9.2,-15.3
1951-02-21,10.2,2.2,470.0,688.9,-13.0,83.0,-7.4,-14.8
1951-02-22,6.9,0.0,480.0,691.8,-15.2,97.0,-14.0,-16.0
1951-02-23,2.7,0.3,485.0,697.3,-15.8,91.0,-15.3,-17.0
1951-02-24,1.5,2.3,480.0,695.0,-11.2,68.0,-10.4,-15.4
1951-02-25,2.0,0.6,470.0,693.9,-13.6,89.0,-10.4,-14.4
1951-02-26,11.7,0.0,470.0,693.1,-16.4,97.0,-14.2,-16.8
1951-02-27,8.8,0.3,490.0,693.9,-17.4,98.0,-14.8,-18.8
1951-02-28,0.0,1.2,500.0,697.9,-19.0,84.0,-16.2,-20.2
1951-03-01,0.0,8.5,510.0,699.7,-18.5,60.0,-15.0,-20.3
1951-03-02,0.0,10.5,510.0,696.3,-18.7,62.0,-17.3,-20.7
1951-03-03,0.4,4.9,500.0,698.3,-15.2,84.0,-14.4,-18.5
1951-03-04,1.6,10.3,490.0,699.5,-14.8,76.0,-12.0,-16.2
1951-03-05,1.7,0.1,490.0,697.9,-13.1,91.0,-12.0,-16.2
1951-03-06,0.6,1.1,490.0,697.3,-9.9,50.0,-6.0,-13.0
1951-03-07,0.0,6.3,490.0,693.7,-6.2,79.0,-5.2,-11.0
1951-03-08,1.1,9.0,480.0,687.4,-6.0,74.0,-3.0,-7.8
1951-03-09,20.7,0.0,470.0,685.8,-10.9,84.0,-7.8,-12.4
1951-03-10,5.6,2.4,500.0,689.8,-11.3,92.0,-9.0,-13.4
1951-03-11,2.9,2.1,505.0,690.5,-8.2,67.0,-4.8,-11.0
1951-03-12,2.6,1.2,500.0,694.1,-10.0,80.0,-5.0,-10.6
1951-03-13,11.3,2.5,500.0,694.9,-5.7,78.0,-5.0,-10.6
1951-03-14,7.5,0.7,495.0,696.3,-11.5,93.0,-5.1,-11.9
1951-03-15,0.0,7.9,500.0,701.4,-10.6,84.0,-9.5,-11.8
1951-03-16,0.7,2.6,490.0,705.0,-6.2,95.0,-5.0,-10.8
1951-03-17,1.2,0.2,480.0,704.5,-2.8,96.0,-2.1,-5.2
1951-03-18,3.5,0.0,470.0,700.5,-5.2,90.0,-1.0,-6.8
1951-03-19,8.8,1.4,470.0,697.4,-7.1,87.0,-4.0,-8.4
1951-03-20,30.8,0.0,480.0,697.3,-12.2,88.0,-8.2,-12.6
1951-03-21,10.6,0.0,530.0,701.5,-20.8,88.0,-12.4,-21.6
1951-03-22,8.7,5.7,540.0,705.8,-9.2,64.0,-7.0,-21.6
1951-03-23,0.0,6.7,550.0,703.7,-4.5,62.0,-2.0,-9.0
1951-03-24,20.3,0.0,540.0,693.8,-11.6,83.0,-2.0,-15.0
1951-03-25,24.2,0.0,580.0,691.9,-18.3,91.0,-15.0,-18.6
1951-03-26,12.1,8.3,620.0,696.2,-15.0,69.0,-12.3,-20.8
1951-03-27,22.1,0.0,620.0,695.7,-7.8,96.0,-6.8,-13.0
1951-03-28,8.2,0.0,650.0,693.7,-13.1,92.0,-8.0,-14.8
1951-03-29,1.3,3.1,650.0,690.6,-12.3,81.0,-11.4,-14.9
1951-03-30,0.2,5.1,650.0,691.1,-10.0,77.0,-8.0,-14.9
1951-03-31,17.9,0.0,640.0,696.5,-12.0,89.0,-7.8,-14.0
1951-04-01,0.0,9.5,660.0,701.0,-10.0,68.0,-9.0,-14.0
1951-04-02,8.2,9.7,640.0,702.6,-8.1,74.0,-5.8,-9.0
1951-04-03,6.0,0.9,640.0,705.0,-12.4,95.0,-8.8,-13.2
1951-04-04,0.1,10.6,645.0,706.7,-9.4,48.0,-5.0,-13.8
1951-04-05,0.0,0.1,630.0,706.7,-8.4,84.0,-5.8,-10.8
1951-04-06,0.0,13.0,615.0,706.3,-7.3,57.0,-5.9,-11.0
1951-04-07,9.7,11.7,605.0,701.1,-4.9,71.0,-3.2,-7.4
1951-04-08,2.0,0.4,610.0,697.1,-13.0,91.0,-4.9,-14.0
1951-04-09,10.4,10.2,610.0,696.7,-9.5,72.0,-8.2,-14.8
1951-04-10,12.3,0.2,615.0,696.9,-11.2,88.0,-8.3,-11.8
1951-04-11,12.0,1.4,625.0,700.5,-12.0,83.0,-9.8,-13.8
1951-04-12,0.1,5.5,645.0,703.1,-10.8,69.0,-6.8,-14.0
1951-04-13,1.6,12.6,650.0,703.0,-8.6,59.0,-6.0,-11.3
1951-04-14,11.2,0.7,640.0,703.5,-10.8,94.0,-7.8,-12.3
1951-04-15,2.3,8.2,650.0,708.1,-12.2,84.0,-11.2,-14.4
1951-04-16,0.0,13.0,640.0,710.9,-6.6,43.0,-4.4,-11.2
1951-04-17,0.0,10.9,630.0,710.7,-4.5,77.0,-3.0,-7.0
1951-04-18,0.3,4.7,620.0,708.9,-3.3,74.0,-0.4,-4.0
1951-04-19,0.0,0.0,615.0,706.9,-3.4,93.0,-2.7,-4.0
1951-04-20,1.4,7.0,610.0,706.7,-2.6,94.0,0.2,-4.5
1951-04-21,2.7,2.2,580.0,704.7,-4.6,95.0,-3.6,-5.2
1951-04-22,0.0,10.9,570.0,706.6,-7.6,68.0,-5.2,-10.4
1951-04-23,0.0,14.0,560.0,711.1,-4.6,50.0,-2.6,-6.4
1951-04-24,0.0,14.1,550.0,712.7,-2.5,50.0,-0.8,-4.7
1951-04-25,0.0,14.3,510.0,712.1,-1.2,55.0,1.8,-2.5
1951-04-26,0.7,6.9,470.0,707.3,-2.4,82.0,0.7,-4.1
1951-04-27,4.2,3.7,430.0,702.7,-3.7,91.0,-1.7,-4.8
1951-04-28,1.5,4.0,420.0,701.9,-5.0,93.0,-1.7,-6.2
1951-04-29,0.0,2.2,410.0,699.9,-8.4,86.0,-5.4,-10.0
1951-04-30,0.0,11.0,410.0,703.9,-8.3,86.0,-5.2,-10.6
1951-05-01,0.0,8.8,390.0,708.1,-3.3,52.0,-1.3,-9.2
1951-05-02,0.7,6.7,370.0,707.8,-2.3,86.0,-0.3,-4.0
1951-05-03,3.3,4.6,360.0,705.3,-1.6,81.0,1.3,-4.0
1951-05-04,18.6,2.6,350.0,702.9,-3.4,91.0,1.6,-4.6
1951-05-05,3.2,3.2,370.0,704.9,-6.0,95.0,-4.6,-8.2
1951-05-06,0.0,11.2,380.0,704.3,-3.8,80.0,1.2,-6.9
1951-05-07,0.1,1.1,370.0,700.7,-3.2,83.0,-0.9,-4.3
1951-05-08,1.6,8.0,350.0,698.6,-4.2,89.0,-0.2,-5.8
1951-05-09,25.6,5.2,345.0,700.6,-4.4,95.0,-1.2,-7.0
1951-05-10,51.1,0.0,360.0,695.5,-6.3,99.0,-4.4,-6.9
1951-05-11,2.6,0.0,420.0,700.6,-7.0,91.0,-6.4,-8.6
1951-05-12,0.0,13.9,420.0,703.9,-1.7,78.0,1.6,-6.5
1951-05-13,0.7,10.7,410.0,702.5,-6.2,61.0,-0.4,-8.5
1951-05-14,16.1,0.0,410.0,701.8,-7.2,92.0,-4.9,-8.9
1951-05-15,13.8,0.3,425.0,702.3,-9.8,92.0,-7.9,-10.3
1951-05-16,1.8,4.5,430.0,700.5,-7.5,91.0,-3.3,-11.0
1951-05-17,0.0,12.2,430.0,701.5,-4.0,73.0,-2.0,-8.2
1951-05-18,1.0,10.6,415.0,704.2,-3.4,81.0,1.6,-5.6
1951-05-19,0.0,13.6,410.0,705.1,-1.2,72.0,1.4,-4.6
1951-05-20,0.4,6.4,390.0,706.1,1.0,75.0,3.8,-1.4
1951-05-21,0.4,1.2,380.0,707.7,-1.4,89.0,2.1,-3.4
1951-05-22,2.2,2.3,365.0,710.7,-1.7,81.0,-0.1,-3.5
1951-05-23,0.0,11.0,360.0,714.5,0.6,81.0,2.3,-2.6
1951-05-24,2.0,3.8,350.0,716.1,2.4,83.0,3.2,0.4
1951-05-25,0.0,9.4,340.0,714.2,4.0,72.0,7.9,1.4
1951-05-26,0.0,2.4,310.0,708.9,2.9,77.0,4.8,2.0
1951-05-27,1.3,8.2,300.0,702.9,0.8,97.0,2.2,0.3
1951-05-28,10.7,0.0,300.0,704.9,-3.9,92.0,0.3,-5.8
1951-05-29,0.0,7.8,310.0,707.3,-0.9,86.0,1.4,-5.4
1951-05-30,0.2,8.4,300.0,708.5,1.0,82.0,3.8,-2.2
1951-05-31,0.0,11.9,300.0,709.8,2.5,80.0,7.1,-0.6
1951-06-01,6.2,2.2,295.0,707.8,-2.4,96.0,0.9,-3.3
1951-06-02,7.9,0.9,300.0,705.8,-2.5,91.0,0.1,-3.6
1951-06-03,9.8,0.0,305.0,706.7,-2.5,96.0,-1.1,-3.6
1951-06-04,4.3,7.6,310.0,707.4,-1.9,94.0,1.6,-3.8
1951-06-05,10.5,0.0,313.0,706.1,-2.4,97.0,-1.1,-2.9
1951-06-06,9.2,0.0,318.0,705.4,-2.0,98.0,-0.6,-2.8
1951-06-07,0.0,3.8,310.0,706.9,1.0,83.0,3.0,-2.2
1951-06-08,15.4,6.8,305.0,704.3,2.4,89.0,5.8,0.7
1951-06-09,3.1,0.0,310.0,704.5,-0.9,99.0,0.7,-1.5
1951-06-10,3.7,0.5,310.0,709.1,-1.2,97.0,1.2,-2.2
1951-06-11,0.6,0.5,308.0,714.5,-2.4,95.0,-0.4,-4.2
1951-06-12,4.9,7.4,305.0,717.3,2.0,74.0,4.6,-2.6
1951-06-13,4.0,2.1,295.0,718.2,0.2,97.0,3.1,0.0
1951-06-14,0.0,15.2,295.0,720.6,4.1,63.0,5.2,0.0
1951-06-15,0.0,13.8,290.0,720.6,6.6,52.0,8.9,4.4
1951-06-16,0.8,5.3,280.0,719.1,5.6,83.0,9.4,4.6
1951-06-17,1.7,5.0,270.0,717.5,5.2,85.0,9.0,3.3
1951-06-18,4.8,12.1,260.0,715.9,6.2,81.0,9.6,3.4
1951-06-19,5.2,3.6,250.0,714.1,1.0,96.0,7.4,0.0
1951-06-20,0.0,10.0,240.0,715.5,2.9,86.0,8.2,-1.0
1951-06-21,0.0,14.0,230.0,716.2,5.3,70.0,14.6,1.7
1951-06-22,0.0,11.6,230.0,714.1,7.0,67.0,8.5,4.0
1951-06-23,5.0,6.3,230.0,708.7,4.0,83.0,8.7,1.1
1951-06-24,21.8,1.5,230.0,706.1,-0.8,94.0,2.5,-2.0
1951-06-25,16.8,0.5,250.0,706.7,-3.4,95.0,-1.4,-4.7
1951-06-26,10.5,2.2,270.0,710.7,-2.6,95.0,-1.2,-4.2
1951-06-27,0.5,1.4,260.0,712.6,-2.2,93.0,0.2,-5.0
1951-06-28,7.7,0.8,260.0,712.7,-1.8,98.0,0.7,-2.4
1951-06-29,4.5,2.2,260.0,713.0,-1.7,91.0,-0.4,-3.0
1951-06-30,11.2,4.8,240.0,714.3,1.0,86.0,5.3,-2.6
1951-07-01,0.0,4.5,230.0,715.5,-0.5,90.0,1.8,-1.6
1951-07-02,0.0,13.4,220.0,717.0,2.6,43.0,5.9,-1.3
1951-07-03,0.0,11.0,220.0,716.6,2.5,70.0,5.5,0.3
1951-07-04,2.3,10.3,215.0,713.0,3.0,78.0,7.4,0.4
1951-07-05,6.4,0.0,200.0,711.0,-0.8,100.0,2.2,-1.4
1951-07-06,0.0,6.6,200.0,714.2,0.6,94.0,3.0,-1.8
1951-07-07,0.0,11.8,185.0,717.0,5.7,62.0,7.8,0.2
1951-07-08,2.8,4.7,180.0,714.3,5.9,83.0,7.7,4.8
1951-07-09,9.0,0.7,175.0,712.3,2.6,93.0,6.1,1.7
1951-07-10,0.0,13.9,170.0,716.6,6.1,78.0,10.6,1.0
1951-07-11,26.4,12.2,160.0,716.6,7.9,78.0,12.3,6.1
1951-07-12,0.2,1.3,145.0,716.6,5.4,86.0,8.7,2.6
1951-07-13,8.9,9.7,145.0,717.1,6.4,75.0,9.0,2.4
1951-07-14,1.1,10.2,140.0,716.6,6.4,79.0,9.4,3.8
1951-07-15,24.3,3.9,135.0,714.5,4.5,86.0,8.5,2.1
1951-07-16,17.2,2.6,130.0,712.2,1.3,98.0,4.6,-0.3
1951-07-17,3.6,0.0,130.0,714.9,0.1,99.0,1.4,-1.6
1951-07-18,0.0,5.8,130.0,716.7,1.8,96.0,6.3,0.6
1951-07-19,0.0,2.9,120.0,717.1,2.8,96.0,4.4,0.1
1951-07-20,0.0,0.9,120.0,716.6,2.3,97.0,4.4,1.2
1951-07-21,0.0,0.0,120.0,716.7,1.6,97.0,2.9,0.4
1951-07-22,0.8,14.1,110.0,715.4,5.4,69.0,8.2,1.4
1951-07-23,38.8,0.5,100.0,709.9,1.6,97.0,5.3,0.4
1951-07-24,29.8,0.0,100.0,709.8,-1.2,97.0,0.0,-2.4
1951-07-25,18.5,0.0,110.0,712.3,-3.0,97.0,-2.2,-3.8
1951-07-26,6.7,0.0,120.0,715.1,-1.5,98.0,-1.0,-2.8
1951-07-27,0.0,2.0,120.0,717.8,-0.7,99.0,0.2,-1.8
1951-07-28,0.0,12.9,115.0,718.6,2.8,81.0,5.9,-1.0
1951-07-29,0.0,13.2,110.0,718.6,5.6,58.0,8.6,2.0
1951-07-30,0.0,9.7,100.0,718.7,7.1,75.0,9.9,4.6
1951-07-31,0.0,13.4,85.0,719.8,10.2,55.0,15.4,6.0
1951-08-01,1.9,9.6,65.0,719.0,9.1,64.0,13.3,7.0
1951-08-02,2.6,8.4,60.0,718.9,7.4,76.0,10.8,5.4
1951-08-03,0.3,11.6,55.0,718.5,8.7,71.0,12.8,6.0
1951-08-04,3.7,4.0,50.0,714.6,4.9,91.0,8.6,4.2
1951-08-05,0.1,2.8,45.0,712.5,3.2,80.0,4.9,-0.1
1951-08-06,0.0,14.1,40.0,713.5,6.6,68.0,11.6,3.0
1951-08-07,0.0,9.8,35.0,713.3,7.6,68.0,9.0,5.2
1951-08-08,9.3,0.0,30.0,705.9,4.5,94.0,5.2,3.2
1951-08-09,7.4,0.2,30.0,705.9,-1.2,98.0,3.9,-2.2
1951-08-10,38.1,3.5,30.0,709.3,-1.0,91.0,2.6,-3.3
1951-08-11,1.6,3.1,65.0,712.2,-0.8,98.0,0.9,-2.7
1951-08-12,0.1,12.4,60.0,712.3,5.0,59.0,8.0,-0.7
1951-08-13,8.6,7.0,50.0,713.1,5.4,79.0,7.2,2.9
1951-08-14,0.0,5.5,50.0,712.7,0.7,94.0,5.1,-0.3
1951-08-15,0.0,9.6,45.0,713.8,2.5,93.0,5.1,-0.3
1951-08-16,16.0,0.2,40.0,713.4,-0.2,99.0,2.3,-1.5
1951-08-17,0.0,6.0,45.0,714.5,0.1,92.0,3.8,-1.8
1951-08-18,0.0,7.6,40.0,714.9,0.7,91.0,3.6,-1.2
1951-08-19,0.0,12.6,35.0,713.7,4.1,45.0,6.4,0.2
1951-08-20,0.0,9.1,30.0,715.1,5.8,82.0,11.4,3.3
1951-08-21,1.0,7.1,25.0,715.5,5.0,82.0,8.4,4.0
1951-08-22,4.0,1.8,20.0,715.1,3.5,87.0,7.0,1.7
1951-08-23,0.4,0.7,20.0,714.6,0.8,92.0,3.4,-0.2
1951-08-24,0.0,6.5,15.0,713.3,2.3,93.0,5.2,-0.8
1951-08-25,11.6,8.7,10.0,711.9,4.1,92.0,6.0,2.0
1951-08-26,6.7,3.0,5.0,710.3,3.5,93.0,5.3,2.8
1951-08-27,2.7,0.5,0.0,710.9,1.8,93.0,3.0,0.6
1951-08-28,0.0,10.2,0.0,715.9,5.3,79.0,7.3,1.6
1951-08-29,0.0,11.1,0.0,717.9,5.9,76.0,8.1,5.3
1951-08-30,0.0,13.3,0.0,715.5,7.2,53.0,10.1,5.2
1951-08-31,5.3,4.5,0.0,711.5,2.8,87.0,8.2,-0.6
1951-09-01,1.6,5.9,3.0,711.4,0.8,87.0,2.0,-2.8
1951-09-02,4.1,5.8,0.0,711.9,1.8,93.0,3.6,-0.3
1951-09-03,17.0,0.0,0.0,711.5,-0.4,98.0,2.2,-2.2
1951-09-04,0.0,13.0,2.0,718.5,0.8,69.0,2.8,-5.6
1951-09-05,0.0,13.4,0.0,719.0,7.0,47.0,8.7,2.6
1951-09-06,0.0,11.6,0.0,719.0,5.8,75.0,8.0,4.8
1951-09-07,3.0,5.9,0.0,717.8,5.2,80.0,6.3,3.7
1951-09-08,25.7,3.8,0.0,714.2,5.1,80.0,7.6,3.2
1951-09-09,1.1,8.8,0.0,712.7,5.4,82.0,7.0,3.6
1951-09-10,1.6,8.1,0.0,716.5,6.3,83.0,8.9,4.7
1951-09-11,6.0,8.0,0.0,718.9,6.8,83.0,8.8,5.3
1951-09-12,0.4,8.1,0.0,719.1,7.0,84.0,9.3,5.0
1951-09-13,0.2,11.2,0.0,716.6,7.2,74.0,9.8,5.2
1951-09-14,22.0,0.2,0.0,715.0,4.3,92.0,6.9,3.0
1951-09-15,0.0,7.8,0.0,717.4,6.2,86.0,7.6,3.0
1951-09-16,0.8,9.0,0.0,717.8,3.9,87.0,6.4,2.6
1951-09-17,6.8,0.1,0.0,713.3,-0.2,98.0,2.7,-1.5
1951-09-18,0.4,0.9,2.0,711.0,-2.4,88.0,-0.3,-3.1
1951-09-19,4.0,0.0,0.0,710.2,-5.6,94.0,-3.0,-6.8
1951-09-20,3.7,4.3,4.0,712.3,-5.3,80.0,-4.4,-7.0
1951-09-21,0.0,12.0,3.0,714.3,-2.4,29.0,-0.6,-5.0
1951-09-22,0.0,11.5,2.0,714.3,1.8,40.0,3.4,-2.8
1951-09-23,0.5,7.2,0.0,711.8,4.4,32.0,6.2,2.0
1951-09-24,0.5,4.4,0.0,712.6,1.8,93.0,4.0,0.4
1951-09-25,0.0,8.3,0.0,712.3,3.4,85.0,5.2,1.0
1951-09-26,19.8,1.9,0.0,709.0,-0.8,87.0,4.1,-3.8
1951-09-27,1.2,1.4,5.0,710.5,-2.4,93.0,-0.5,-4.4
1951-09-28,4.9,8.4,4.0,709.0,-1.8,86.0,0.6,-2.8
1951-09-29,0.2,0.2,4.0,709.1,-1.8,100.0,-1.0,-2.8
1951-09-30,0.0,4.2,3.0,708.5,0.0,94.0,0.8,-2.1
1951-10-01,0.0,9.3,0.0,709.5,1.4,82.0,2.8,-0.6
1951-10-02,0.0,9.1,0.0,713.0,1.2,77.0,3.4,0.3
1951-10-03,0.0,11.6,0.0,714.6,1.2,36.0,3.4,-0.6
1951-10-04,0.0,11.6,0.0,712.6,0.5,55.0,2.7,-1.0
1951-10-05,0.0,11.5,0.0,708.6,0.1,29.0,3.6,-1.7
1951-10-06,0.0,11.4,0.0,708.1,-1.6,41.0,0.2,-2.6
1951-10-07,0.0,11.4,0.0,709.5,-2.1,36.0,1.6,-3.4
1951-10-08,0.0,11.4,0.0,711.0,-5.2,42.0,-3.0,-6.4
1951-10-09,0.0,11.3,0.0,709.5,-7.3,49.0,-5.6,-8.8
1951-10-10,0.0,11.1,0.0,708.3,-5.8,20.0,-3.4,-6.6
1951-10-11,0.0,9.0,0.0,705.8,-7.2,56.0,-5.4,-8.2
1951-10-12,0.0,3.9,0.0,708.1,-5.5,72.0,-3.9,-8.2
1951-10-13,0.0,10.6,0.0,712.1,-2.0,62.0,-1.1,-5.7
1951-10-14,0.0,10.6,0.0,712.2,-0.1,27.0,1.5,-1.6
1951-10-15,0.0,11.0,0.0,713.9,0.0,18.0,1.4,-1.0
1951-10-16,0.0,10.8,0.0,715.3,0.8,26.0,1.8,-1.0
1951-10-17,0.0,1.1,0.0,714.1,1.0,26.0,3.0,0.0
1951-10-18,0.0,3.0,0.0,709.4,0.8,37.0,4.6,-1.0
1951-10-19,0.2,9.5,0.0,706.9,0.4,69.0,1.9,-0.4
1951-10-20,0.1,0.0,0.0,709.5,-0.3,87.0,0.8,-2.2
1951-10-21,0.0,0.7,0.0,709.3,-1.6,88.0,0.1,-2.2
1951-10-22,1.0,5.5,0.0,704.7,-2.8,86.0,-1.2,-3.6
1951-10-23,0.6,0.0,0.0,703.8,-3.7,96.0,-3.0,-5.0
1951-10-24,0.0,4.5,0.0,707.1,-2.8,93.0,-1.5,-3.8
1951-10-25,0.0,5.0,0.0,705.7,-4.2,88.0,-2.0,-5.2
1951-10-26,0.0,9.3,0.0,705.7,-5.8,88.0,-3.8,-6.5
1951-10-27,0.0,9.1,0.0,707.4,-3.5,61.0,-1.8,-6.5
1951-10-28,0.0,8.2,0.0,710.3,-5.0,85.0,-3.4,-5.6
1951-10-29,0.0,8.6,0.0,712.3,-3.8,69.0,-1.2,-5.8
1951-10-30,0.0,6.5,0.0,711.5,-3.7,73.0,-2.4,-4.6
1951-10-31,12.2,2.7,0.0,705.9,-3.6,79.0,-1.8,-4.4
1951-11-01,23.2,0.0,16.0,697.8,-11.6,90.0,-3.9,-12.6
1951-11-02,5.1,0.0,50.0,701.0,-10.6,90.0,-10.0,-11.2
1951-11-03,14.7,0.9,50.0,697.9,-9.9,72.0,-6.2,-11.6
1951-11-04,0.0,7.9,75.0,698.1,-8.6,63.0,-5.7,-13.9
1951-11-05,0.0,3.9,60.0,705.0,-1.2,58.0,1.3,-6.6
1951-11-06,0.0,3.3,50.0,708.1,0.2,52.0,2.8,-1.4
1951-11-07,0.0,5.9,45.0,703.4,-1.7,79.0,-0.2,-2.8
1951-11-08,1.3,1.4,40.0,695.0,-2.3,97.0,-1.2,-3.4
